Equipment County,Equipment Borough,Equipment Street No.,Equipment Street Address,Equipment City,Equipment Zip Code,Equip. Unique ID,Intended Use,Manufacturer,Model,Cooling Capacity,Cooling Capacity Unit,Commissioned Date,Inspection Date,Date of Bacteriological Sample Collection,Date of Legionella Sample Collection ,"Last Legionella Sample Result > 1,000 CFU/mL",Location 1
Erie,,81,Dingens St,Buffalo,14206,9553,Refrigeration,BAC,C-1723,75,Tonnage,10/1/64,8/2/17,9/11/17,8/2/17,no,"(42.877226176010964, -78.81207237102858)"
Erie,,81,Dingens St,Buffalo,14206,9554,Refrigeration,BAC,C-1723,75,Tonnage,10/1/64,8/1/17,9/11/17,8/2/17,no,"(42.877226176010964, -78.81207237102858)"
New York,Manhattan,40,Wall Street,New York,10005,7379,Air Conditioning,Marley,564CS,3000,Tonnage,10/2/64,7/7/17,8/29/17,7/26/17,no,"(40.70681166755493, -74.00996261943774)"
Onondaga,,100-120,Madison Street,Syracuse,13202,767,Air Conditioning,Marley,375-212,667,Tonnage,1/1/65,9/3/15,9/3/15,9/3/15,no,"(43.045422093, -76.149816347)"
Onondaga,,100-120,Madison Street,Syracuse,13202,1134,Air Conditioning,Marley,375-212,667,Tonnage,1/1/65,9/3/15,9/3/15,9/3/15,no,"(43.045422093, -76.149816347)"
New York,Manhattan,40,East 84 street,New York,10028,8707,Air Conditioning,Marley,8VC 254TTFPABL/NC8303,30,Tonnage,1/1/65,8/17/15,,,no,"(40.7793652697391, -73.95959883900437)"
New York,Manhattan,340,EAST 64TH STREET,NEW YORK,10065,6096,Air Conditioning,MARLEY,8541,400,Tonnage,1/4/65,,,,no,"(40.762955645, -73.960486672)"
New York,Manhattan,340,EAST 64TH STREET,NEW YORK,10065,6098,Air Conditioning,MARLEY,8541,400,Tonnage,1/4/65,,,,no,"(40.762955645, -73.960486672)"
New York,Manhattan,408,West 114th Street,New York,10025,9339,Air Conditioning,Marley ,7124,200,Tonnage,1/29/65,6/3/16,6/13/16,6/13/16,no,"(40.80497454064965, -73.96096823454957)"
New York,Manhattan,641,Lexington Avenue,New York,10022,3358,Air Conditioning,Phillips,Custom ,2000,Tonnage,2/20/65,4/11/17,5/30/17,7/6/17,no,"(40.759038012193905, -73.97032336242451)"
New York,Manhattan,50,Broad St,New York,10004,311,Air Conditioning,Marley,8308,350,Tonnage,5/1/65,5/18/17,5/29/17,5/18/17,no,"(40.70553320996115, -74.01151731651222)"
New York,Manhattan,50,Broad St,New York,10004,312,Air Conditioning,Marley,8308,350,Tonnage,5/1/65,5/18/17,5/29/17,5/18/17,no,"(40.70553320996115, -74.01151731651222)"
Orleans,,16677,Route 31,Holley,14470,6566,Refrigeration,Baltimore Air Coil,FXT-32,32,Tonnage,5/13/65,1/24/17,1/24/17,11/8/16,no,"(43.22681195351213, -78.03991168060861)"
New York,Manhattan,150,William street,New York,10038,10376,Air Conditioning,Marley,CS,3500,Tonnage,6/1/65,10/5/16,10/5/16,9/1/16,no,"(40.70960122257832, -74.00627589575516)"
Chautauqua,,200,Water Street,Fredonia,14063,4365,Refrigeration,York,No 10,130,Tonnage,6/16/65,,,,no,"(42.433626734, -79.325708532)"
Suffolk,,310,West Hills Road,Huntington Station,11746,4875,Air Conditioning,Heatcraft (Climate Control),GPT030A,15,Tonnage,7/1/65,9/11/15,,9/14/15,no,"(40.826726802, -73.420649546)"
Chautauqua,,1,Ice Cream Drive,Dunkirk,14048,5585,Refrigeration,Room 3: BAC,VLC 175,116,Tonnage,7/1/65,9/2/15,9/2/15,,no,"(42.474155131, -79.324467066)"
Chautauqua,,1,Ice Cream Drive,Dunkirk,14048,5598,Refrigeration,Room 4: BAC,99999,343,Tonnage,7/1/65,9/2/15,9/2/15,,no,"(42.474155131, -79.324467066)"
New York,Manhattan,110,Wall Street,NYC,10005,3331,Air Conditioning,Philips,Custom Built Tower,1200,Tonnage,7/7/65,,,,no,"(40.704773656, -74.006521433)"
Oswego,,130,Iroquois Trl,Oswego,13126,2356,Air Conditioning,Marley,7116,200,Tonnage,7/28/65,5/26/17,7/19/17,5/26/17,no,"(43.450651291, -76.547657339)"
New York,Manhattan,220,East 60th Street,New York,10022,11327,Air Conditioning,Marley,8447,350,Tonnage,8/1/65,8/28/17,8/28/17,8/28/17,no,"(40.76171455015836, -73.96532188718062)"
New York,Manhattan,59,Maiden Lane,New York,10038,2850,Air Conditioning,Marley,457116-A,3400,Tonnage,9/1/65,7/26/17,7/26/17,6/26/17,no,"(40.708745631, -74.00830169)"
New York,Manhattan,303,Jefferson Ave,Fairport,14450,7071,Air Conditioning,Marley,6325,25,Tonnage,9/1/65,9/28/15,9/28/15,9/28/15,no,"(43.090669431, -77.465199616)"
New York,Manhattan,220,East 60 Street,New York,10022,8991,Air Conditioning,Marley,8447,350000,BTU,9/1/65,9/1/15,,,no,"(40.76171455015836, -73.96532188718062)"
Albany,,41,State Street,Albany,12207,6405,Air Conditioning,Marley,Feb-57,550,Tonnage,9/6/65,8/1/16,8/1/16,8/1/16,no,"(42.649535537, -73.751092106)"
New York,Manhattan,245,Park Ave,New York,10017,291,Air Conditioning,Fluor,2f65-2184-2456dkh,5250,Tonnage,11/18/65,8/2/17,9/5/17,7/6/17,no,"(40.75485757997644, -73.9752458482829)"
Richmond,Staten Island,715,Ocean Ter,Staten Island,10301,8064,Air Conditioning,Marley,7124,200,Tonnage,12/1/65,11/16/16,6/21/17,5/16/17,no,"(40.60931824832794, -74.1039758562952)"
New York,Manhattan,600,Madison Avenue,New York,10022,553,Air Conditioning,Phillips,0,1200,Tonnage,1/1/66,7/24/17,9/8/17,8/22/17,no,"(40.762828836, -73.972151256)"
Nassau,,1,Education Dr,Garden City,11530,5053,Air Conditioning,BAC,TMA-17CB,150,Tonnage,1/1/66,5/26/17,5/26/17,5/26/17,no,"(40.72982387293598, -73.59239275513109)"
Allegany,,148,North Main Street,Alfred,14802,4087,Air Conditioning,Baltimore Air Coil,TMA-100B,120,Tonnage,1/3/66,6/5/17,6/16/17,6/5/17,no,"(42.26172396, -77.784908393)"
Erie,,4380, Main Street,Buffalo,14226,7867,Other,COMFORT COOLING / BALTIMORE AIRCOIL,E-165,165,Tonnage,1/3/66,6/15/15,6/15/17,5/10/17,no,"(42.96402501973335, -78.78997166532437)"
Oswego,,5,Union Rd,Oswego,13126,2338,Air Conditioning,BAC,TMA-800AL,400,Tonnage,1/17/66,9/23/16,9/23/16,9/29/16,no,"(43.452496834, -76.543910716)"
New York,Manhattan,845,Third Ave,New York,10022,3792,Air Conditioning,Phillips,Custom Built,,BTU,2/1/66,7/6/17,7/6/17,7/6/17,no,"(40.756703861, -73.969885963)"
Oswego,,59,Rudolph Rd.,Oswego,13126,2359,Air Conditioning,BAC,TMA-700A,500,Tonnage,5/31/66,5/26/17,7/18/17,5/26/17,no,"(43.453785682, -76.543857259)"
New York,Manhattan,10,Nathan D. Perlman Pl,New York,10003,593,Other,Marley,Out of Service,700,Tonnage,6/1/66,,,,no,"(40.73285345557119, -73.98361064266736)"
Nassau,,2201,Hempstead Tpke,East Meadow,11554,5886,Air Conditioning,Marley,886,7200,Tonnage,6/10/66,3/15/17,11/2/16,3/15/17,no,"(40.726419008159354, -73.55334330500706)"
Essex,,185,old military road,Lake Placid,12946,550,Air Conditioning,Baltimore Aircoil Company,66-0805,150,Tonnage,8/10/66,8/20/15,8/20/15,8/26/15,no,"(44.26476196931414, -73.98301149367766)"
Queens,Queens,59-30,56th Road,Maspeth,11378,5105,Refrigeration,Baltimore AirCoil Company,E100,40,Tonnage,9/27/66,,,,no,"(40.724528558, -73.907578485)"
Monroe,,100,Latona Rd,Rochester,14615,3114,Refrigeration,Marley,652-0-01,8000,Tonnage,1/1/67,8/16/17,8/16/17,8/17/17,no,"(43.19814814427725, -77.67830805769797)"
New York,Manhattan,55,Broad St,New York,10004,3311,Air Conditioning,Marley,2-650CS,,BTU,2/2/67,4/12/17,4/19/17,4/12/17,no,"(40.70512945007187, -74.01140160528076)"
New York,Manhattan,140,Broadway,New York,10005,1446,Refrigeration,Marley,3-764CS,3800,Tonnage,2/22/67,5/3/17,5/3/17,5/3/17,no,"(40.708704203, -74.010402192)"
New York,Manhattan,140,Broadway,New York,10005,1453,Refrigeration,Evapco,AT24-318A,1000,Tonnage,2/22/67,5/3/17,5/3/17,5/3/17,no,"(40.708704203, -74.010402192)"
Nassau,,2150,Hempstead Tpke,Elmont,11003,7173,Air Conditioning,Havens Cooling Towers,IDP602B-2,1000,Tonnage,3/27/67,10/6/15,9/28/15,10/21/15,no,"(40.71273026050589, -73.72379459416986)"
Nassau,,2150,Hempstead Tpke,Elmont,11003,7174,Air Conditioning,Havens Cooling Towers,IDP602B-2,1000,Tonnage,3/27/67,10/6/15,9/28/15,10/21/15,no,"(40.71273026050589, -73.72379459416986)"
Nassau,,2150,Hempstead Tpke,Elmont,11003,7176,Air Conditioning,Havens Cooling Towers,IDP602B-2,1000,Tonnage,3/27/67,10/6/15,9/28/15,10/21/15,no,"(40.71273026050589, -73.72379459416986)"
Nassau,,2150,Hempstead Tpke,Elmont,11003,7177,Air Conditioning,Havens Cooling Towers,IDP602B-2,1000,Tonnage,3/27/67,10/6/15,9/28/15,10/21/15,no,"(40.71273026050589, -73.72379459416986)"
Nassau,,2150,Hempstead Tpke,Elmont,11003,7178,Air Conditioning,Havens Cooling Towers,2702729,40,Tonnage,3/27/67,10/6/15,9/28/15,10/21/15,no,"(40.71273026050589, -73.72379459416986)"
Monroe,,3003,Dewey Ave,Rochester,14616,7553,Air Conditioning,BAC,C1743-KMP,120,Tonnage,4/1/67,6/1/17,6/1/17,6/1/17,no,"(43.22446979219336, -77.64306383980201)"
Westchester,,32,Cedar Lane,Ossining,10562,8862,Air Conditioning,Marley,4853,60,Tonnage,5/1/67,5/26/16,8/10/16,5/26/16,no,"(41.17717740562388, -73.86330769651194)"
Oswego,,16,Onondaga Cir,Oswego,13126,2353,Air Conditioning,BAC,E-250,200,Tonnage,5/19/67,5/26/17,7/19/17,5/26/17,no,"(43.449946679, -76.548911102)"
New York,Manhattan,245,Park Ave,New York,10017,293,Air Conditioning,Marley,85,1360,Tonnage,6/1/67,8/2/17,9/5/17,7/6/17,no,"(40.75485757997644, -73.9752458482829)"
New York,Manhattan,42,East 49th Street,New York,10017,1351,Air Conditioning,Marley,458-1,,BTU,6/1/67,,,,no,"(40.757284862, -73.976347899)"
Chautauqua,,200,Water Street,Fredonia,14063,4385,Refrigeration,BAC,VLC-130,100,Tonnage,6/19/67,,,,no,"(42.433626734, -79.325708532)"
New York,Manhattan,299,Park Ave,New York,10017,1738,Air Conditioning,Marley Cross Flow,475-213,3200,Tonnage,9/1/67,9/8/16,6/14/16,6/14/16,no,"(40.75604498611812, -73.97446330102367)"
New York,Manhattan,437,Madison Ave,New York,10022,7226,Refrigeration,Marley,664,,,9/1/67,6/26/17,7/19/17,7/20/17,no,"(40.75747890376139, -73.97564430248975)"
New York,Manhattan,299,Park Ave,New York,10017,1737,Air Conditioning,Marley Sigma,126-111,2000,Tonnage,9/14/67,9/8/16,6/14/16,6/14/16,no,"(40.75604498611812, -73.97446330102367)"
Queens,Queens,57-00,223rd St,New York,11364,8082,Air Conditioning,Marley,1-305-66,185,Tonnage,12/1/67,10/11/16,6/28/17,5/19/17,no,"(40.752431699965406, -73.75614518199512)"
Tompkins,,105,Caldwell Rd,Ithaca,14853,1123,Other,Baltimore Air Coil,TPA-190B,207,Tonnage,12/31/67,6/8/17,8/8/17,6/8/17,no,"(42.447656689, -76.461004369)"
New York,Manhattan,767,Fifth Avenue,New York,10153,490,Air Conditioning,Marley,664CS,7000,Tonnage,1/1/68,3/20/17,7/3/17,8/22/17,no,"(40.763554421, -73.972839053)"
New York,Manhattan,767,Fifth Avenue,New York,10153,493,Air Conditioning,Marley,7225,350,Tonnage,1/1/68,3/20/17,7/3/17,8/22/17,no,"(40.763554421, -73.972839053)"
New York,Manhattan,767,Fifth Avenue,New York,10153,496,Air Conditioning,Marley,7225,150,Tonnage,1/1/68,3/20/17,7/3/17,8/22/17,no,"(40.763554421, -73.972839053)"
New York,Manhattan,1700,Broadway,New York,10019,554,Air Conditioning,Marley,473-213,3000,Tonnage,1/1/68,8/1/17,8/10/17,8/1/17,no,"(40.76335011956178, -73.98240126325409)"
New York,Manhattan,576,5th Ave,NY,10036,1521,Air Conditioning,BAC,VXT-75-CS,75,Tonnage,1/1/68,5/2/16,6/5/17,5/2/17,no,"(40.756568323, -73.978858663)"
Onondaga,,500,East Taylor Street,Syracuse,13202,3011,Air Conditioning,Marley,1-676-CS,6000,Tonnage,1/1/68,8/18/17,8/18/17,8/18/17,no,"(43.039303911, -76.143463127)"
Monroe,,100,Latona Rd,Rochester,14615,3118,Refrigeration,Marley,652-0-01,8000,Tonnage,1/1/68,8/16/17,8/16/17,8/17/17,no,"(43.19814814427725, -77.67830805769797)"
Nassau,,1060,Hicksville Rd,Massapequa,11758,3282,Air Conditioning,Halstead & Mitchell,HFC-5,4,Tonnage,1/1/68,9/11/15,9/11/15,9/11/15,no,"(40.708867997, -73.482311763)"
Cortland,,21,Graham Avenue,Cortland,13045,3648,Air Conditioning,Marley,2A128,85,Tonnage,1/1/68,7/13/17,8/31/17,7/13/17,no,"(42.599003890793476, -76.18717491960525)"
New York,Manhattan,310,East 67th Street,New York,10065,10828,Air Conditioning,DUNHAM BUSH ,DDWC-3110,40,Tonnage,1/1/68,2/8/17,2/23/17,2/23/17,no,"(40.765190435451466, -73.95992212523971)"
New York,Manhattan,225,East 72nd St.,New York,10021,11069,Air Conditioning,Baltimore Aircoil Company,65-6841,200,Tonnage,6/1/68,6/18/17,6/20/17,6/18/17,no,"(40.76942337372054, -73.95932479818187)"
Chautauqua,,1,Ice Cream Drive,Dunkirk,14048,5607,Refrigeration,Room 6: BAC,VXMC-50,347,Tonnage,7/1/68,9/2/15,9/2/15,,no,"(42.474155131, -79.324467066)"
Oneida,,4317,Middle Settlement Road ,New Hartford,13413,2072,Other,BAC,TME-1020,500,Tonnage,8/30/68,7/31/17,7/10/17,8/8/17,no,"(43.07538961562635, -75.34208093292737)"
Oneida,,4317,Middle Settlement Road,New Hartford,13413,2074,Other,BAC,TME-1020,500,Tonnage,8/30/68,7/31/17,7/10/17,8/8/17,no,"(43.07538961562635, -75.34208093292737)"
New York,Manhattan,5848, Rt. 80,Tully,13159,5196,Air Conditioning,Baltimore Aircoil Co.,1-T-088-LX,10,Tonnage,9/1/68,8/18/15,9/14/15,9/14/15,no,"(42.796458776, -76.114101766)"
New York,Manhattan,60,Haven Ave,New York,10032,6994,Air Conditioning,Evapco,LSTB 8P-324,488,Tonnage,10/9/68,,,,no,"(40.843435367, -73.942928011)"
New York,Manhattan,60,Haven Ave,New York,10032,6995,Air Conditioning,Evapco,LSTB8P-324,488,Tonnage,10/9/68,,,,no,"(40.843435367, -73.942928011)"
New York,Manhattan,909,3rd Avenue,New York,10022,2054,Air Conditioning,Marley,375-115,2000,Tonnage,10/31/68,2/14/17,5/15/17,5/15/17,no,"(40.758536119, -73.968457001)"
New York,Manhattan,77,Water St,New York,10005,2418,Air Conditioning,Marley,8608,2200,Tonnage,11/1/68,8/15/15,9/2/15,7/16/15,no,"(40.70439311413204, -74.00840948607761)"
New York,Manhattan,115,Broad St,New York,10004,2936,Air Conditioning,Marley,473-1-1764-67,3500,Tonnage,12/31/68,7/13/17,8/8/17,7/13/17,no,"(40.624848406754246, -74.07924739841611)"
New York,Manhattan,110,E 42 St,New York,10017,885,Air Conditioning,BAC,B0204DLF2UMW,1000,Tonnage,1/1/69,11/10/16,11/10/16,11/10/16,no,"(40.751663908742856, -73.97698182085462)"
Monroe,,50,Mclaughlin,Rochester,14615,3031,Refrigeration,Marley,662-0-02,9400,Tonnage,1/1/69,7/31/17,7/31/17,8/1/17,no,"(43.192456493101986, -77.669525229149)"
Monroe,,50,Mclaughlin,Rochester,14615,3034,Refrigeration,Marley,662-0-02,9400,Tonnage,1/1/69,7/31/17,7/31/17,8/1/17,no,"(43.192456493101986, -77.669525229149)"
New York,Manhattan,919,Third Avenue,New York,10022,3151,Air Conditioning,Marley / BAC,N/A,585,Tonnage,1/1/69,3/27/17,3/27/17,3/27/17,no,"(40.759282418, -73.967901839)"
New York,Manhattan,919,Third Avenue,New York,10022,3152,Air Conditioning,Marley,760,4500,Tonnage,1/1/69,3/27/17,3/27/17,3/27/17,no,"(40.759282418, -73.967901839)"
Westchester,,750,Washington Street,Peekskill,10566,6030,Air Conditioning,Baltimore Aircoil Company,EXT-880R,80,Tonnage,1/1/69,9/7/17,9/7/17,8/3/17,no,"(41.277328815, -73.927916126)"
Erie,,251,Seneca St. ,Buffalo,14204,5873,Air Conditioning,BAC,F1343N,90,Tonnage,2/24/69,9/14/15,,,no,"(42.878704105, -78.867223562)"
Erie,,251,Seneca St,Buffalo,14204,5879,Air Conditioning,BAC,F-1483-L,90,Tonnage,2/24/69,,,,no,"(42.878704105, -78.867223562)"
New York,,6,east 43 street,New York,10017,9086,Air Conditioning,evapco,a+8-189,424,Tonnage,3/3/69,8/22/16,4/11/16,8/15/17,no,"(40.7539745014468, -73.9801522383258)"
New York,,6,east 43 street,New York,10017,9087,Air Conditioning,evapco,a+8-189,424,Tonnage,3/3/69,8/22/16,6/14/16,8/15/17,no,"(40.7539745014468, -73.9801522383258)"
New York,,6,east 43 street,New York,10017,9088,Air Conditioning,evapco,a+8-189,424,Tonnage,3/3/69,8/22/16,5/23/16,8/15/17,no,"(40.7539745014468, -73.9801522383258)"
Tompkins,,512,Tower Rd,Ithaca,14853,1162,Other,Baltimore Air Coil,VTO-052-J,63,Tonnage,4/1/69,6/8/17,8/8/17,6/8/17,no,"(42.447976451, -76.469076141)"
Queens,Queens,66-40,Kissena Boulevard,Flushing,11367,3934,Air Conditioning,Marley,8613,600,Tonnage,4/1/69,7/28/17,7/15/17,7/13/17,no,"(40.73453713, -73.817960907)"
New York,Manhattan,345,Park Avenue,NYC,10154,3180,Air Conditioning,Marley,4B674CS,3500,Tonnage,4/3/69,7/6/17,7/6/17,7/7/17,no,"(40.758120359, -73.972851052)"
Madison,,138,N Court St,Canastota,13032,4787,Air Conditioning,Manley,Double Flow,2500,Tonnage,6/1/69,7/27/17,7/27/17,7/27/17,no,"(43.08032166663947, -75.70666936960806)"
Monroe,,1669,Lake Ave,Rochester,14615,2028,Other,Marley,Cells #1&2:  Model # 475-202,3333,Tonnage,6/2/69,6/12/17,6/28/17,6/12/17,no,"(43.200396467415764, -77.63322503552746)"
New York,,6,east 43 street,New York,10017,9089,Air Conditioning,marley,7225-h2,200,Tonnage,6/15/69,2/15/17,7/27/17,7/27/17,no,"(40.7539745014468, -73.9801522383258)"
New York,Manhattan,113,West 60th Street,New York,10023,822,Air Conditioning,Marley,NC4022GS,800,Tonnage,9/1/69,4/11/17,8/15/17,7/10/17,no,"(40.7706505817576, -73.98579460273946)"
Allegany,,9783,Willard Avenue,Houghton,14744,1362,Air Conditioning,Marley,8551,250,Tonnage,9/1/69,8/28/17,8/15/17,8/15/17,no,"(42.426050684664105, -78.15736417937397)"
Albany,,125,Wolf Road,Albany,12205,5754,Air Conditioning,Marley,8607,100,Tonnage,9/1/69,5/22/17,5/22/17,5/22/17,no,"(42.717042198, -73.807687653)"
Rensselaer,,2215,Burdett Ave,Troy,12180,7193,Air Conditioning,Marley,453-212,8700,Tonnage,9/1/69,6/6/01,,,no,"(42.73343361328446, -73.67237904691961)"
New York,Manhattan,55,Water St,New York,10004,6097,Refrigeration,Marley,5U-787-CP5,1100,Tonnage,9/2/69,,,5/9/16,no,"(40.70340373736447, -74.00977257674639)"
New York,Manhattan,888,7th Avenue,New York,10019,2064,Air Conditioning,Marley,4-554 CS,3000,Tonnage,10/1/69,5/15/17,5/15/17,5/15/17,no,"(40.76516061, -73.980340978)"
Broome,,5,Riverside Drive,Binghamton,13905,5794,Air Conditioning,Evapco,AT19-48,200,Tonnage,10/1/69,8/11/15,9/1/15,,no,"(42.092477961, -75.920315164)"
New York,Manhattan,888,7th Avenue,New York,10019,10988,Air Conditioning,Marley,4-554 CS,3000,Tonnage,10/1/69,5/15/17,5/15/17,5/15/17,no,"(40.765168877071005, -73.98034242112001)"
New York,Manhattan,1251,Avenue Of The Americas,New York,10019,749,Refrigeration,Marley,5-457 CPS,10000,Tonnage,12/1/69,4/26/17,4/26/17,4/26/17,no,"(40.75982877460617, -73.98120509111243)"
Nassau,,199,Fulton Ave,Hempstead,11550,256,Air Conditioning,Marley,ITC302DSEÂ ,160,Tonnage,1/1/70,8/31/15,,8/31/15,no,"(40.70812281948286, -73.62859714446965)"
Orange,,220,Liberty St ,Newburgh,12550,333,Air Conditioning,Baltimore,80-8634,300,Tonnage,1/1/70,8/27/15,,8/27/15,no,"(41.50316236056122, -74.01019964241684)"
New York,Manhattan,1221,Avenue Of The Americas,New York,10019,883,Air Conditioning,Marley,3-877-CPS,614700,Tonnage,1/1/70,5/16/16,5/16/17,8/8/17,no,"(40.759183082, -73.981636892)"
New York,Manhattan,50 West,57th Street,New York,10019,2266,Air Conditioning,TECUMSEH,CPS-C75,15,Tonnage,1/1/70,8/15/15,8/15/15,8/15/15,no,"(40.763859188, -73.976510903)"
Monroe,,100,Chestnut St,Rochester,14604,2845,Air Conditioning,Marley,68-4552,1000,Tonnage,1/1/70,7/24/17,7/24/17,7/24/17,no,"(43.15484376968677, -77.60227664299624)"
Onondaga,,3649,Erie Blvd,Syracuse,13214,7526,Air Conditioning,Evapco,AT19-66,200,Tonnage,1/1/70,6/14/17,7/12/17,7/12/17,no,"(43.04144486776075, -76.0659914427971)"
Onondaga,,831,James Street,Syracuse,13203,7752,Air Conditioning,Baltimore AirCoil Company,F1742K,150,Tonnage,1/1/70,8/2/17,8/2/17,5/5/17,no,"(43.05707143727418, -76.13969123433132)"
New York,Manhattan,444,Winthrop Street,Brooklyn,11203,7992,Refrigeration,BAC,VXT-55FR,55,Tonnage,1/1/70,5/23/17,5/23/17,5/23/17,no,"(40.65736535878321, -73.94536164812149)"
New York,Manhattan,425,Madison Ave,New York,10017,10153,Air Conditioning,Marley Aquatower,4433,75,Tonnage,1/1/70,4/27/17,6/7/17,4/27/17,no,"(40.75701703792108, -73.97602663296195)"
New York,Manhattan,425,Madison Ave,New York,10017,10154,Air Conditioning,Marley Aquatower,4433,75,Tonnage,1/1/70,4/27/17,6/7/17,4/27/17,no,"(40.75701703792108, -73.97602663296195)"
New York,Manhattan,425,Madison Ave,New York,10017,10155,Air Conditioning,Marley Aquatower,4830,95,Tonnage,1/1/70,1/23/17,1/23/17,2/7/17,no,"(40.75701703792108, -73.97602663296195)"
New York,Manhattan,6,East 45th Street ,New York,10017,10157,Air Conditioning,Marley Aquatower,4433,75,Tonnage,1/1/70,5/9/17,5/31/17,5/9/17,no,"(40.75501766195089, -73.97884525781944)"
New York,Manhattan,6,East 45th Street ,New York,10017,10158,Air Conditioning,Marley Aquatower,4433,75,Tonnage,1/1/70,5/9/17,5/31/17,5/9/17,no,"(40.75501766195089, -73.97884525781944)"
New York,Manhattan,136,East 57th Street ,New York,10022,10159,Air Conditioning,Marley Aquatower,4429,75,Tonnage,1/1/70,5/4/17,5/31/17,5/4/17,no,"(40.760687248273335, -73.96895334765692)"
New York,Manhattan,136,East 57th Street ,New York,10022,10181,Air Conditioning,Marley Aquatower,4429,75,Tonnage,1/1/70,5/4/17,5/31/17,5/4/17,no,"(40.760687248273335, -73.96895334765692)"
New York,Manhattan,136,East 57th Street ,New York,10022,10183,Air Conditioning,Marley Aquatower,4833,95,Tonnage,1/1/70,5/4/17,5/31/17,5/4/17,no,"(40.760687248273335, -73.96895334765692)"
Kings,Brooklyn,186,Jay St,Brooklyn,11201,3463,Air Conditioning,Marley,Marley600550,550,BTU,5/6/70,,8/21/15,8/21/15,no,"(40.699002039, -73.987029608)"
Chautauqua,,525,Falconer Street,Jamestown,14701,3256,Air Conditioning,Marley,8605 NC,180,Tonnage,5/13/70,9/14/16,9/19/16,9/19/16,no,"(42.114378246, -79.219521107)"
Oswego,,607,Phillips Street,Fulton,13069,6828,Refrigeration,Baltimore Aircoil    (B.A.C.),VXC-600A,426,Tonnage,6/1/70,11/14/16,11/14/16,8/29/16,no,"(43.317817137, -76.427387431)"
Oswego,,607,Phillips Street,Fulton,13069,6829,Refrigeration,Baltimore Aircoil  (B.A.C.),VXC-600A,426,Tonnage,6/1/70,11/14/16,11/14/16,8/29/16,no,"(43.317817137, -76.427387431)"
New York,Manhattan,150,William street,New York,10038,10377,Air Conditioning,York,2418B,550,Tonnage,6/1/70,9/2/16,9/19/16,9/2/16,no,"(40.70960122257832, -74.00627589575516)"
Albany,,428,Route 146,Altamont,12009,10439,Air Conditioning,York,NA,15,,7/18/70,6/15/17,6/27/17,6/27/17,no,"(42.7012507668988, -73.96089733029116)"
Monroe,,1570,East Ave,Rochester,14610,639,Air Conditioning,Baltimore Aircoil Co.,VLT-225,225,Tonnage,8/17/70,8/27/15,10/2/15,8/27/15,no,"(43.14772964216897, -77.5626197877342)"
New York,Manhattan,420,West 118 Street,New York,10027,6376,Air Conditioning,Blazer,-------,,BTU,9/1/70,,,,no,"(40.807762852, -73.959529365)"
New York,Manhattan,535,West 116 Street,New York,10027,6379,Air Conditioning,Blazer,----,0,Tonnage,9/1/70,,,,no,"(40.807997298, -73.962019168)"
Chautauqua,,318,E. Fairmount Ave.,Lakewood,14750,9038,Air Conditioning,Marley,8605,255,Tonnage,9/1/70,,,,no,"(42.09742311063356, -79.30387307392998)"
Monroe,,271,Greece Ridge Center Dr,Rochester,14626,2740,Air Conditioning,Marley,8604,248,Tonnage,9/28/70,9/1/15,9/1/15,,no,"(43.20552719, -77.695821309)"
Monroe,,271,Greece Ridge Center Dr,Rochester,14626,2749,Air Conditioning,Marley,8604,248,Tonnage,9/28/70,,,,no,"(43.20552719, -77.695821309)"
Ontario,,7979,VICTOR-PITTSFORD ROAD,Victor,14564,7668,Air Conditioning,MARLEY,8611,583,Tonnage,10/1/70,9/15/15,9/15/15,9/15/15,no,"(43.031473820725104, -77.4410144198475)"
Monroe,,397,GREECE RIDGE CENTER DRIVE,Rochester,14626,7692,Air Conditioning,Marley,8611,583,Tonnage,10/1/70,9/15/15,9/15/15,9/15/15,no,"(43.20704538056197, -77.69310407618275)"
